date,hospital_id,Hospital name,Location,total_number_of_beds,total_admissions,baseline_admissions,surge_multiplier,is_surge,surge_severity,surge_reasons,respiratory_admissions,waterborne_admissions,heat_related_admissions,trauma_admissions,other_admissions,avg_aqi,temperature_c,rainfall_mm,active_events
2020-06-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,114,88,1.3,True,Moderate,Heavy Rainfall,14,28,4,19,49,80,28.6,144.5,None
2020-06-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,86,86,1.0,False,None,None,12,8,4,17,45,75,29.2,10.0,None
2020-06-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,75,75,1.0,False,None,None,11,7,3,15,39,70,29.9,7.9,None
2020-06-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,64,64,1.0,False,None,None,9,6,3,12,34,60,29.1,8.2,None
2020-06-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,59,59,1.0,False,None,None,8,5,2,11,33,55,29.0,5.4,None
2020-06-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,77,77,1.0,False,None,None,11,7,3,15,41,48,28.6,8.0,None
2020-06-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,80,80,1.0,False,None,None,12,8,4,16,40,52,29.2,4.8,None
2020-06-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,45,30.0,9.7,None
2020-06-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,61,61,1.0,False,None,None,9,6,3,12,31,40,29.1,8.1,None
2020-06-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,85,1.0,False,None,None,12,8,4,17,44,38,28.9,4.2,None
2020-06-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,65,65,1.0,False,None,None,9,6,3,13,34,42,28.6,12.0,None
2020-06-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,57,57,1.0,False,None,None,8,5,2,11,31,50,29.9,4.6,None
2020-06-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,79,1.0,False,None,None,11,7,3,15,43,55,29.8,19.4,None
2020-06-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,65,65,1.0,False,None,None,8,16,2,10,29,65,28.5,27.9,None
2020-06-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,67,67,1.0,False,None,None,10,6,3,13,35,72,28.8,18.9,None
2020-06-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,8,17,2,11,33,78,28.3,30.1,None
2020-06-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,60,60,1.0,False,None,None,9,6,3,12,30,68,29.0,5.3,None
2020-06-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,56,56,1.0,False,None,None,8,5,2,11,30,62,29.1,4.9,None
2020-06-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,69,69,1.0,False,None,None,10,6,3,13,37,58,28.5,9.9,None
2020-06-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,76,76,1.0,False,None,None,11,7,3,15,40,50,28.8,5.8,None
2020-06-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,83,83,1.0,False,None,None,12,8,4,16,43,47,29.2,4.9,None
2020-06-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,77,77,1.0,False,None,None,11,7,3,15,41,49,29.4,3.0,None
2020-06-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,85,1.0,False,None,None,12,8,4,17,44,45,30.1,10.2,None
2020-06-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,77,77,1.0,False,None,None,11,7,3,15,41,52,29.7,10.5,None
2020-06-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,58,58,1.0,False,None,None,8,5,2,11,32,58,30.0,5.2,None
2020-06-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,67,67,1.0,False,None,None,10,6,3,13,35,60,30.3,14.9,None
2020-06-29,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,82,1.0,False,None,None,12,8,4,16,42,65,28.3,17.9,None
2020-06-30,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,88,88,1.0,False,None,None,13,8,4,17,46,70,28.4,18.2,None
2020-07-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,89,89,1.0,False,None,None,13,8,4,17,47,45,28.7,12.3,None
2020-07-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,86,86,1.0,False,None,None,12,8,4,17,45,52,29.5,18.1,None
2020-07-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,74,1.0,False,None,None,9,18,3,12,32,60,29.5,34.2,None
2020-07-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,68,53,1.3,True,Moderate,Heavy Rainfall,8,17,2,11,30,68,27.5,169.8,None
2020-07-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,66,51,1.3,True,Moderate,Heavy Rainfall,8,16,2,11,29,72,28.3,59.5,None
2020-07-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,85,1.0,False,None,None,10,21,3,14,37,75,29.0,24.9,None
2020-07-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,83,83,1.0,False,None,None,10,20,3,13,37,65,28.2,41.8,None
2020-07-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,84,84,1.0,False,None,None,10,21,3,14,36,58,28.3,26.4,None
2020-07-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,67,67,1.0,False,None,None,10,6,3,13,35,49,28.1,10.7,None
2020-07-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,63,63,1.0,False,None,None,9,6,3,12,33,42,28.5,12.3,None
2020-07-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,66,66,1.0,False,None,None,9,6,3,13,35,55,28.0,10.9,None
2020-07-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,65,65,1.0,False,None,None,9,6,3,13,34,61,28.1,19.3,None
2020-07-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,65,65,1.0,False,None,None,8,16,2,10,29,70,28.0,34.6,None
2020-07-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,79,1.0,False,None,None,9,19,3,13,35,78,28.5,35.7,None
2020-07-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,85,1.0,False,None,None,10,21,3,14,37,66,27.4,45.5,None
2020-07-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,85,1.0,False,None,None,10,21,3,14,37,62,27.6,45.8,None
2020-07-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,88,88,1.0,False,None,None,10,22,3,14,39,53,28.1,22.7,None
2020-07-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,72,72,1.0,False,None,None,10,7,3,14,38,47,28.1,11.7,None
2020-07-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,70,70,1.0,False,None,None,10,7,3,14,36,51,28.9,6.3,None
2020-07-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,83,83,1.0,False,None,None,12,8,4,16,43,64,28.2,5.5,None
2020-07-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,87,87,1.0,False,None,None,13,8,4,17,45,71,28.8,5.9,None
2020-07-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,77,77,1.0,False,None,None,11,7,3,15,41,79,29.3,2.7,None
2020-07-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,90,90,1.0,False,None,None,13,9,4,18,46,85,29.0,5.2,None
2020-07-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,75,75,1.0,False,None,None,11,7,3,15,39,95,27.9,18.9,None
2020-07-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,56,56,1.0,False,None,None,8,5,2,11,30,81,28.4,7.6,None
2020-07-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,66,66,1.0,False,None,None,9,6,3,13,35,73,28.8,10.8,None
2020-07-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,82,1.0,False,None,None,10,20,3,13,36,69,28.7,21.4,None
2020-07-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,76,76,1.0,False,None,None,11,7,3,15,40,57,28.5,7.5,None
2020-07-29,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,82,1.0,False,None,None,10,20,3,13,36,46,28.8,27.4,None
2020-07-30,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,101,78,1.3,True,Moderate,Heavy Rainfall,12,25,4,16,44,59,28.1,107.7,None
2020-07-31,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,70,70,1.0,False,None,None,10,7,3,14,36,102,28.9,9.2,None
2020-08-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,72,72,1.0,False,None,None,10,7,3,14,38,55,29.3,3.1,None
2020-08-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,58,58,1.0,False,None,None,8,5,2,11,32,52,29.7,1.7,None
2020-08-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,68,68,1.0,False,None,None,8,17,2,11,30,48,28.1,37.3,None
2020-08-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,61,1.3,True,Moderate,Heavy Rainfall,9,19,3,13,35,60,27.4,153.3,None
2020-08-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,78,60,1.3,True,Moderate,Heavy Rainfall,9,19,3,13,34,58,27.0,144.1,None
2020-08-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,83,64,1.3,True,Moderate,Heavy Rainfall,10,20,3,13,37,65,28.3,55.4,None
2020-08-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,67,67,1.0,False,None,None,10,6,3,13,35,62,28.5,12.5,None
2020-08-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,53,53,1.0,False,None,None,7,5,2,10,29,70,29.0,8.9,None
2020-08-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,73,73,1.0,False,None,None,10,7,3,14,39,72,28.6,5.0,None
2020-08-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,64,64,1.0,False,None,None,9,6,3,12,34,68,27.2,15.0,None
2020-08-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,82,1.0,False,None,None,10,20,3,13,36,65,27.0,27.5,None
2020-08-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,60,60,1.0,False,None,None,7,15,2,10,26,61,27.7,27.5,None
2020-08-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,86,86,1.0,False,None,None,10,21,3,14,38,55,27.5,28.5,None
2020-08-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,66,1.3,True,Moderate,Heavy Rainfall,10,21,3,14,37,50,26.4,57.1,None
2020-08-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,69,69,1.0,False,None,None,8,17,2,11,31,54,26.9,48.6,None
2020-08-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,59,59,1.0,False,None,None,7,14,2,9,27,59,27.4,34.6,None
2020-08-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,83,83,1.0,False,None,None,10,20,3,13,37,63,26.6,33.4,None
2020-08-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,78,78,1.0,False,None,None,11,7,3,15,42,60,26.8,17.5,None
2020-08-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,86,86,1.0,False,None,None,12,8,4,17,45,56,28.4,12.1,None
2020-08-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,72,72,1.0,False,None,None,8,18,3,12,31,49,27.5,36.8,None
2020-08-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,77,77,1.0,False,None,None,9,19,3,12,34,51,27.3,42.8,None
2020-08-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,58,49,1.2,True,Minor,Event: Ganesh Chaturthi,7,5,2,17,27,58,27.6,14.1,Ganesh Chaturthi
2020-08-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,70,59,1.2,True,Minor,Event: Ganesh Chaturthi,9,6,3,21,31,64,28.0,8.6,Ganesh Chaturthi
2020-08-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,66,1.2,True,Minor,Event: Ganesh Chaturthi,10,6,3,24,36,69,28.8,8.0,Ganesh Chaturthi
2020-08-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,102,85,1.2,True,Minor,Event: Ganesh Chaturthi,13,8,4,31,46,71,28.7,3.6,Ganesh Chaturthi
2020-08-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,97,81,1.2,True,Minor,Event: Ganesh Chaturthi,12,8,4,29,44,66,29.0,4.7,Ganesh Chaturthi
2020-08-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,72,60,1.2,True,Minor,Event: Ganesh Chaturthi,9,6,3,21,33,62,27.5,9.8,Ganesh Chaturthi
2020-08-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,71,1.2,True,Minor,Event: Ganesh Chaturthi,9,18,3,22,33,57,27.0,29.7,Ganesh Chaturthi
2020-08-29,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,78,65,1.2,True,Minor,Event: Ganesh Chaturthi,8,17,2,20,31,53,26.1,34.5,Ganesh Chaturthi
2020-08-30,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,69,1.2,True,Minor,Event: Ganesh Chaturthi,9,18,3,21,31,47,26.6,21.6,Ganesh Chaturthi
2020-08-31,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,84,70,1.2,True,Minor,Event: Ganesh Chaturthi,10,7,3,25,39,59,27.4,14.4,Ganesh Chaturthi
2020-09-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,120,100,1.2,True,Minor,Event: Ganesh Chaturthi,15,10,5,36,54,68,28.0,3.7,Ganesh Chaturthi
2020-09-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,87,87,1.0,False,None,None,13,8,4,17,45,72,29.2,2.4,None
2020-09-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,92,92,1.0,False,None,None,13,9,4,18,48,59,29.8,1.2,None
2020-09-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,65,31.0,3.3,None
2020-09-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,72,72,1.0,False,None,None,10,7,3,14,38,78,30.4,0.6,None
2020-09-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,56,56,1.0,False,None,None,8,5,2,11,30,85,30.3,10.1,None
2020-09-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,67,67,1.0,False,None,None,10,6,3,13,35,92,28.9,2.7,None
2020-09-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,98,98,1.0,False,None,None,14,9,4,19,52,75,29.4,12.4,None
2020-09-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,99,99,1.0,False,None,None,14,9,4,19,53,61,29.9,5.1,None
2020-09-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,68,68,1.0,False,None,None,10,6,3,13,36,55,29.2,4.8,None
2020-09-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,91,91,1.0,False,None,None,11,22,3,15,40,60,28.8,27.5,None
2020-09-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,58,58,1.0,False,None,None,8,5,2,11,32,69,28.9,5.4,None
2020-09-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,66,66,1.0,False,None,None,9,6,3,13,35,74,28.2,6.4,None
2020-09-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,69,69,1.0,False,None,None,10,6,3,13,37,88,28.3,7.7,None
2020-09-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,79,1.0,False,None,None,11,7,3,15,43,95,28.3,8.7,None
2020-09-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,102,28.2,9.3,None
2020-09-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,91,91,1.0,False,None,None,13,9,4,18,47,110,28.0,10.6,None
2020-09-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,95,95,1.0,False,None,None,14,9,4,19,49,98,27.8,12.4,None
2020-09-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,56,56,1.0,False,None,None,8,5,2,11,30,87,29.1,4.4,None
2020-09-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,55,55,1.0,False,None,None,8,5,2,11,29,76,29.1,4.7,None
2020-09-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,96,96,1.0,False,None,None,14,9,4,19,50,63,29.8,16.3,None
2020-09-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,82,1.0,False,None,None,12,8,4,16,42,58,28.9,17.6,None
2020-09-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,128,99,1.3,True,Moderate,Heavy Rainfall,15,32,5,21,55,66,26.8,150.2,None
2020-09-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,68,68,1.0,False,None,None,10,6,3,13,36,70,28.8,7.8,None
2020-09-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,73,73,1.0,False,None,None,10,7,3,14,39,79,28.2,6.4,None
2020-09-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,79,1.0,False,None,None,11,7,3,15,43,83,29.3,2.5,None
2020-09-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,58,58,1.0,False,None,None,8,5,2,11,32,91,27.8,2.5,None
2020-09-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,79,1.0,False,None,None,11,7,3,15,43,105,28.1,3.0,None
2020-09-29,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,98,98,1.0,False,None,None,14,9,4,19,52,93,28.7,0.9,None
2020-09-30,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,81,81,1.0,False,None,None,12,8,4,16,41,80,28.8,1.2,None
2020-10-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,98,29.1,1.8,None
2020-10-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,61,61,1.0,False,None,None,9,6,3,12,31,95,29.7,1.5,None
2020-10-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,65,65,1.0,False,None,None,9,6,3,13,34,88,29.4,2.8,None
2020-10-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,64,64,1.0,False,None,None,9,6,3,12,34,102,27.9,9.0,None
2020-10-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,75,75,1.0,False,None,None,11,7,3,15,39,105,28.5,2.3,None
2020-10-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,64,64,1.0,False,None,None,9,6,3,12,34,99,30.4,0.7,None
2020-10-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,82,1.0,False,None,None,12,8,4,16,42,110,30.4,0.7,None
2020-10-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,108,31.0,0.0,None
2020-10-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,74,1.0,False,None,None,11,7,3,14,39,115,31.9,0.9,None
2020-10-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,63,63,1.0,False,None,None,9,6,3,12,33,104,30.6,7.2,None
2020-10-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,64,64,1.0,False,None,None,9,6,3,12,34,118,29.5,3.3,None
2020-10-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,89,89,1.0,False,None,None,13,8,4,17,47,122,30.4,2.9,None
2020-10-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,61,61,1.0,False,None,None,9,6,3,12,31,112,30.7,5.0,None
2020-10-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,74,1.0,False,None,None,11,7,3,14,39,107,29.7,6.8,None
2020-10-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,89,89,1.0,False,None,None,11,22,3,14,39,116,31.0,28.4,None
2020-10-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,77,77,1.0,False,None,None,11,7,3,15,41,125,30.5,0.3,None
2020-10-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,80,67,1.2,True,Minor,Event: Navratri,10,6,3,24,37,119,30.0,1.1,Navratri
2020-10-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,68,57,1.2,True,Minor,Event: Navratri,8,5,2,20,33,110,29.0,0.4,Navratri
2020-10-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,71,1.2,True,Minor,Event: Navratri,11,7,3,25,39,128,29.2,4.8,Navratri
2020-10-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,96,80,1.2,True,Minor,Event: Navratri,12,8,4,29,43,120,30.1,4.6,Navratri
2020-10-21,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,79,66,1.2,True,Minor,Event: Navratri,10,6,3,24,36,114,30.6,8.7,Navratri
2020-10-22,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,102,85,1.2,True,Minor,Event: Navratri,13,8,4,31,46,130,29.5,15.4,Navratri
2020-10-23,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,103,86,1.2,True,Minor,Event: Navratri,13,8,4,31,47,135,30.2,1.3,Navratri
2020-10-24,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,57,48,1.2,True,Minor,Event: Navratri,7,4,2,17,27,126,28.5,2.8,Navratri
2020-10-25,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,78,65,1.2,True,Minor,Event: Navratri,10,6,3,23,36,132,29.3,3.9,Navratri
2020-10-26,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,89,89,1.0,False,None,None,13,8,4,17,47,138,31.1,0.0,None
2020-10-27,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,74,1.0,False,None,None,11,7,3,14,39,129,31.2,0.0,None
2020-10-28,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,74,1.0,False,None,None,11,7,3,14,39,133,31.7,0.0,None
2020-10-29,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,62,62,1.0,False,None,None,9,6,3,12,32,140,30.3,0.0,None
2020-10-30,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,81,81,1.0,False,None,None,12,8,4,16,41,136,31.3,0.0,None
2020-10-31,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,53,53,1.0,False,None,None,7,5,2,10,29,142,30.9,0.0,None
2020-11-01,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,56,56,1.0,False,None,None,8,5,2,11,30,130,30.8,0.0,None
2020-11-02,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,70,70,1.0,False,None,None,10,7,3,14,36,135,32.1,0.0,None
2020-11-03,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,67,67,1.0,False,None,None,10,6,3,13,35,145,33.2,0.0,None
2020-11-04,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,80,80,1.0,False,None,None,12,8,4,16,40,155,32.8,0.0,None
2020-11-05,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,88,88,1.0,False,None,None,13,8,4,17,46,160,33.1,0.0,None
2020-11-06,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,85,1.0,False,None,None,12,8,4,17,44,150,32.9,0.0,None
2020-11-07,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,57,57,1.0,False,None,None,8,5,2,11,31,148,33.2,0.0,None
2020-11-08,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,74,1.0,False,None,None,11,7,3,14,39,165,33.8,0.0,None
2020-11-09,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,71,71,1.0,False,None,None,10,7,3,14,37,170,32.4,0.0,None
2020-11-10,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,62,62,1.0,False,None,None,9,6,3,12,32,185,32.5,0.0,None
2020-11-11,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,66,66,1.0,False,None,None,9,6,3,13,35,178,32.1,0.0,None
2020-11-12,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,74,74,1.0,False,None,None,11,7,3,14,39,168,32.0,0.0,None
2020-11-13,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,88,88,1.0,False,None,None,13,8,4,17,46,172,32.6,0.0,None
2020-11-14,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,67,56,1.2,True,Minor,Event: Diwali,8,5,2,20,32,180,33.5,0.0,Diwali
2020-11-15,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,78,65,1.2,True,Minor,Event: Diwali,10,6,3,23,36,190,32.4,0.0,Diwali
2020-11-16,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,98,70,1.4,True,Moderate,"Poor AQI, Event: Diwali",25,7,3,25,38,205,33.2,0.0,Diwali
2020-11-17,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,82,69,1.2,True,Minor,Poor AQI,23,6,3,13,37,210,34.0,0.0,None
2020-11-18,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,85,85,1.0,False,None,None,12,8,4,17,44,195,30.9,0.1,None
2020-11-19,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,89,89,1.0,False,None,None,13,8,4,17,47,185,32.3,0.0,None
2020-11-20,HBT_H15,HBT (Thackeray) Trauma Care,Jogeshwari East,180,78,78,1.0,False,None,None,11,7,3,15,42,175,31.2,0.0,None
